frame,memory_bank_active_slots,memory_bank_writes,memory_bank_appends,memory_bank_replacements,memory_bank_duplicate_skips,memory_bank_low_quality_skips,memory_bank_stable_medium_writes,memory_slot_scale_small,memory_slot_scale_medium,memory_slot_scale_large,memory_slot_conf_medium,memory_slot_conf_high,memory_retrieval_top1_sim,memory_retrieval_mean_topk_sim,memory_retrieval_top1_slot,memory_retrieval_entropy,memory_slot_mean_pairwise_sim,memory_slot_max_pairwise_sim,memory_bank_context_norm,memory_debug_images_saved
23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,-1.0,nan,nan,nan,0.0,0.0
24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,-1.0,nan,nan,nan,0.0,0.0
25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,-1.0,nan,nan,nan,0.0,0.0
26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,-1.0,nan,nan,nan,0.0,0.0
27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,-1.0,nan,nan,nan,0.0,0.0
28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,-1.0,nan,nan,nan,0.0,0.0
29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,-1.0,nan,nan,nan,0.0,0.0
30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,-1.0,nan,nan,nan,0.0,0.0
31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,-1.0,nan,nan,nan,0.0,0.0
32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,-1.0,nan,nan,nan,0.0,0.0
33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,-1.0,nan,nan,nan,0.0,0.0
34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,-1.0,nan,nan,nan,0.0,0.0
35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,-1.0,nan,nan,nan,0.0,0.0
36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,-1.0,nan,nan,nan,0.0,0.0
37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,-1.0,nan,nan,nan,0.0,0.0
38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,-1.0,nan,nan,nan,0.0,0.0
39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,-1.0,nan,nan,nan,0.0,0.0
40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,-1.0,nan,nan,nan,0.0,0.0
41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,-1.0,nan,nan,nan,0.0,0.0
42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,-1.0,nan,nan,nan,0.0,0.0
43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,-1.0,nan,nan,nan,0.0,0.0
44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,-1.0,nan,nan,nan,0.0,0.0
45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,-1.0,nan,nan,nan,0.0,0.0
46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,-1.0,nan,nan,nan,0.0,0.0
47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,-1.0,nan,nan,nan,0.0,0.0
48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,-1.0,nan,nan,nan,0.0,0.0
49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,-1.0,nan,nan,nan,0.0,0.0
50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,-1.0,nan,nan,nan,0.0,0.0
51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,-1.0,nan,nan,nan,0.0,0.0
52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,-1.0,nan,nan,nan,0.0,0.0
53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,-1.0,nan,nan,nan,0.0,0.0
54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,-1.0,nan,nan,nan,0.0,0.0
55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,-1.0,nan,nan,nan,0.0,0.0
56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,-1.0,nan,nan,nan,0.0,0.0
57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,-1.0,nan,nan,nan,0.0,0.0
58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,-1.0,nan,nan,nan,0.0,0.0
59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,-1.0,nan,nan,nan,0.0,0.0
60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,-1.0,nan,nan,nan,0.0,0.0
61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,-1.0,nan,nan,nan,0.0,0.0
62.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,-0.0,nan,nan,1.0,1.0
63.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.9854350090026855,0.9854350090026855,0.0,-0.0,nan,nan,1.0,1.0
64.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.6789295673370361,0.6789295673370361,0.0,-0.0,nan,nan,1.0,1.0
65.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.9679015278816223,0.9679015278816223,0.0,-0.0,nan,nan,1.0,1.0
66.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.9677501320838928,0.9677501320838928,0.0,-0.0,nan,nan,1.0,1.0
67.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.9709031581878662,0.9709031581878662,0.0,-0.0,nan,nan,1.0,1.0
68.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.85828697681427,0.85828697681427,0.0,-0.0,nan,nan,1.0,1.0
69.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.8019983768463135,0.8019983768463135,0.0,-0.0,nan,nan,1.0,1.0
70.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.8019983768463135,0.8019983768463135,0.0,-0.0,nan,nan,1.0,1.0
71.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.9076554179191589,0.9076554179191589,0.0,-0.0,nan,nan,1.0,1.0
72.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.9546341896057129,0.9546341896057129,0.0,-0.0,nan,nan,1.0,1.0
73.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.9833536148071289,1.0,0.9802849292755127,0.9667074680328369,0.9667074680328369,1.0,2.0
74.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,1.0000001192092896,0.9984180927276611,2.0,0.9998195171356201,0.9773831367492676,0.996836245059967,1.0,3.0
75.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,1.0,0.9986863136291504,3.0,0.9998754858970642,0.9823340177536011,0.9973727464675903,1.0,4.0
76.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,5.0,1.0,0.9955289363861084,4.0,0.9985593557357788,0.9849151968955994,0.9973727464675903,1.0,5.0
77.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,6.0,1.0,0.9999999403953552,5.0,1.0,0.986954927444458,1.0,1.0,6.0
78.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,7.0,1.0,0.9986142516136169,6.0,0.9998615384101868,0.9883052706718445,1.0,1.0,7.0
79.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,8.0,1.0,0.9981027245521545,7.0,0.9997403025627136,0.9890965223312378,1.0,1.0,8.0
80.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,9.0,1.0,0.9967328310012817,8.0,0.9992303848266602,0.9881718158721924,1.0,1.0,9.0
81.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,9.0,0.9495033025741577,0.9434225559234619,8.0,0.9973376989364624,0.9881718158721924,1.0,1.0,9.0
82.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,9.0,0.9894940257072449,0.9886163473129272,0.0,0.9999444484710693,0.9881718158721924,1.0,0.9999999403953552,9.0
83.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,10.0,1.0,0.9928412437438965,9.0,0.99631267786026,0.9861758947372437,1.0,1.0,10.0
84.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,11.0,1.0000001192092896,0.9988680481910706,10.0,0.9999075531959534,0.9848568439483643,1.0,1.0,11.0
85.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,12.0,1.0,0.9978839159011841,11.0,0.9996771216392517,0.9837514758110046,1.0,0.9999999403953552,12.0
86.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,0.0,13.0,1.0,0.9987386465072632,12.0,0.9998852610588074,0.9824427962303162,1.0,1.0,13.0
87.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,0.0,14.0,0.9999999403953552,0.9999997615814209,13.0,1.0,0.9816811084747314,1.0,1.0,14.0
88.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,11.0,4.0,0.0,15.0,1.0000001192092896,0.998075008392334,14.0,0.9997327327728271,0.9804343581199646,1.0,1.0,15.0
89.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,0.0,16.0,1.0,0.9999998211860657,15.0,1.0,0.9796465635299683,1.0,1.0,16.0
90.0,16.0,16.0,16.0,0.0,1.0,0.0,0.0,0.0,12.0,4.0,0.0,16.0,0.9974954724311829,0.9974871873855591,15.0,1.0,0.9796465635299683,1.0,1.0,17.0
91.0,16.0,16.0,16.0,0.0,2.0,0.0,0.0,0.0,12.0,4.0,0.0,16.0,0.9871913194656372,0.9871791005134583,13.0,1.0,0.9796465635299683,1.0,1.0,18.0
92.0,16.0,16.0,16.0,0.0,3.0,0.0,0.0,0.0,12.0,4.0,0.0,16.0,0.9816529154777527,0.9816407561302185,13.0,1.0,0.9796465635299683,1.0,1.0,19.0
93.0,16.0,16.0,16.0,0.0,4.0,0.0,0.0,0.0,12.0,4.0,0.0,16.0,0.9824371337890625,0.9824320077896118,15.0,1.0,0.9796465635299683,1.0,1.0,20.0
94.0,16.0,16.0,16.0,0.0,5.0,0.0,0.0,0.0,12.0,4.0,0.0,16.0,0.987163782119751,0.9871581792831421,15.0,1.0,0.9796465635299683,1.0,1.0,21.0
95.0,16.0,16.0,16.0,0.0,6.0,0.0,0.0,0.0,12.0,4.0,0.0,16.0,0.9887884855270386,0.9887712001800537,15.0,1.0,0.9796465635299683,1.0,1.0,22.0
96.0,16.0,16.0,16.0,0.0,7.0,0.0,0.0,0.0,12.0,4.0,0.0,16.0,0.9837996959686279,0.9837560057640076,15.0,0.9999998807907104,0.9796465635299683,1.0,1.0,23.0
97.0,16.0,16.0,16.0,0.0,8.0,0.0,0.0,0.0,12.0,4.0,0.0,16.0,0.9837426543235779,0.9836984872817993,15.0,0.9999998211860657,0.9796465635299683,1.0,1.0,24.0
98.0,16.0,16.0,16.0,0.0,9.0,0.0,0.0,0.0,12.0,4.0,0.0,16.0,0.9746578931808472,0.9746135473251343,15.0,0.9999998211860657,0.9796465635299683,1.0,1.0,25.0
99.0,16.0,16.0,16.0,0.0,10.0,0.0,0.0,0.0,12.0,4.0,0.0,16.0,0.9745889902114868,0.9745442271232605,15.0,0.9999998211860657,0.9796465635299683,1.0,1.0,26.0
100.0,16.0,16.0,16.0,0.0,11.0,0.0,0.0,0.0,12.0,4.0,0.0,16.0,0.9714465141296387,0.9713899493217468,15.0,0.9999998211860657,0.9796465635299683,1.0,1.0,27.0
101.0,16.0,16.0,16.0,0.0,12.0,0.0,0.0,0.0,12.0,4.0,0.0,16.0,0.9693949818611145,0.9693371057510376,15.0,0.9999998211860657,0.9796465635299683,1.0,1.0,28.0
102.0,16.0,16.0,16.0,0.0,13.0,0.0,0.0,0.0,12.0,4.0,0.0,16.0,0.9682982563972473,0.9682419300079346,15.0,0.9999998211860657,0.9796465635299683,1.0,1.0,29.0
103.0,16.0,16.0,16.0,0.0,14.0,0.0,0.0,0.0,12.0,4.0,0.0,16.0,0.938391387462616,0.938329815864563,13.0,0.9999996423721313,0.9796465635299683,1.0,1.0,30.0
104.0,16.0,16.0,16.0,0.0,15.0,0.0,0.0,0.0,12.0,4.0,0.0,16.0,0.9599365592002869,0.9598702192306519,15.0,0.9999996423721313,0.9796465635299683,1.0,1.0,31.0
105.0,16.0,16.0,16.0,0.0,16.0,0.0,0.0,0.0,12.0,4.0,0.0,16.0,0.9598739743232727,0.9598071575164795,15.0,0.9999996423721313,0.9796465635299683,1.0,1.0,32.0
106.0,16.0,16.0,16.0,0.0,16.0,0.0,0.0,0.0,12.0,4.0,0.0,16.0,0.9355392456054688,0.935479998588562,15.0,0.9999997019767761,0.9796465635299683,1.0,1.0,32.0
107.0,16.0,16.0,16.0,0.0,16.0,0.0,0.0,0.0,12.0,4.0,0.0,16.0,0.9509882926940918,0.9509135484695435,15.0,0.9999996423721313,0.9796465635299683,1.0,1.0,32.0
108.0,16.0,16.0,16.0,0.0,17.0,0.0,0.0,0.0,12.0,4.0,0.0,16.0,0.9514837861061096,0.9514192342758179,15.0,0.9999997019767761,0.9796465635299683,1.0,1.0,33.0
109.0,16.0,16.0,16.0,0.0,18.0,0.0,0.0,0.0,12.0,4.0,0.0,16.0,0.8918126821517944,0.891745388507843,13.0,0.9999996423721313,0.9796465635299683,1.0,1.0,34.0
110.0,16.0,16.0,16.0,0.0,19.0,0.0,0.0,0.0,12.0,4.0,0.0,16.0,0.9342606067657471,0.9342461824417114,1.0,1.0,0.9796465635299683,1.0,1.0,35.0
111.0,16.0,16.0,16.0,0.0,20.0,0.0,0.0,0.0,12.0,4.0,0.0,16.0,0.9486722350120544,0.9486407041549683,13.0,1.0,0.9796465635299683,1.0,1.0,36.0
112.0,16.0,16.0,16.0,0.0,21.0,0.0,0.0,0.0,12.0,4.0,0.0,16.0,0.9493935108184814,0.9493700861930847,15.0,0.9999998807907104,0.9796465635299683,1.0,1.0,37.0
113.0,16.0,16.0,16.0,0.0,22.0,0.0,0.0,0.0,12.0,4.0,0.0,16.0,0.9557968378067017,0.9557861685752869,15.0,1.0,0.9796465635299683,1.0,1.0,38.0
114.0,16.0,16.0,16.0,0.0,23.0,0.0,0.0,0.0,12.0,4.0,0.0,16.0,0.9563388824462891,0.9563127160072327,15.0,1.0,0.9796465635299683,1.0,1.0,39.0
115.0,16.0,16.0,16.0,0.0,24.0,0.0,0.0,0.0,12.0,4.0,0.0,16.0,0.9563339352607727,0.9563075304031372,15.0,1.0,0.9796465635299683,1.0,1.0,40.0
116.0,16.0,16.0,16.0,0.0,25.0,0.0,0.0,0.0,12.0,4.0,0.0,16.0,0.957502007484436,0.9574816823005676,13.0,1.0,0.9796465635299683,1.0,1.0,41.0
117.0,16.0,16.0,16.0,0.0,26.0,0.0,0.0,0.0,12.0,4.0,0.0,16.0,0.9574963450431824,0.9574756622314453,13.0,0.9999998807907104,0.9796465635299683,1.0,1.0,42.0
118.0,16.0,16.0,16.0,0.0,27.0,0.0,0.0,0.0,12.0,4.0,0.0,16.0,0.9611754417419434,0.9607335925102234,0.0,0.9999858736991882,0.9796465635299683,1.0,0.9999999403953552,43.0
119.0,16.0,16.0,16.0,0.0,28.0,0.0,0.0,0.0,12.0,4.0,0.0,16.0,0.9611325263977051,0.9607139825820923,0.0,0.9999873638153076,0.9796465635299683,1.0,0.9999999403953552,44.0
120.0,16.0,16.0,16.0,0.0,29.0,0.0,0.0,0.0,12.0,4.0,0.0,16.0,0.9580617547035217,0.9569458961486816,0.0,0.9999102354049683,0.9796465635299683,1.0,0.9999999403953552,45.0
121.0,16.0,16.0,16.0,0.0,30.0,0.0,0.0,0.0,12.0,4.0,0.0,16.0,0.9539479613304138,0.9518840312957764,10.0,0.9996928572654724,0.9796465635299683,1.0,1.0,46.0
122.0,16.0,16.0,16.0,0.0,31.0,0.0,0.0,0.0,12.0,4.0,0.0,16.0,0.9539250135421753,0.9518641829490662,10.0,0.9996936917304993,0.9796465635299683,1.0,1.0,47.0
123.0,16.0,17.0,16.0,1.0,31.0,0.0,0.0,0.0,13.0,3.0,0.0,16.0,1.0,0.8814811706542969,0.0,0.42113056778907776,0.9506036639213562,1.0,1.0,48.0
124.0,16.0,17.0,16.0,1.0,32.0,0.0,0.0,0.0,13.0,3.0,0.0,16.0,0.9570574760437012,0.9570255279541016,15.0,1.0,0.9506036639213562,1.0,1.0,49.0
125.0,16.0,17.0,16.0,1.0,33.0,0.0,0.0,0.0,13.0,3.0,0.0,16.0,0.9501247406005859,0.9500930309295654,15.0,0.9999998807907104,0.9506036639213562,1.0,1.0,50.0
126.0,16.0,17.0,16.0,1.0,34.0,0.0,0.0,0.0,13.0,3.0,0.0,16.0,0.9500914216041565,0.9500592947006226,15.0,1.0,0.9506036639213562,1.0,1.0,51.0
127.0,16.0,17.0,16.0,1.0,35.0,0.0,0.0,0.0,13.0,3.0,0.0,16.0,0.9275093674659729,0.927474856376648,15.0,0.9999998807907104,0.9506036639213562,1.0,1.0,52.0
128.0,16.0,17.0,16.0,1.0,36.0,0.0,0.0,0.0,13.0,3.0,0.0,16.0,0.9374232292175293,0.9373813271522522,15.0,0.9999998211860657,0.9506036639213562,1.0,1.0,53.0
129.0,16.0,17.0,16.0,1.0,36.0,0.0,0.0,0.0,13.0,3.0,0.0,16.0,0.9305398464202881,0.9304907321929932,15.0,0.9999998211860657,0.9506036639213562,1.0,1.0,53.0
130.0,16.0,17.0,16.0,1.0,36.0,0.0,0.0,0.0,13.0,3.0,0.0,16.0,0.9301638603210449,0.9301222562789917,13.0,0.9999998211860657,0.9506036639213562,1.0,1.0,53.0
131.0,16.0,17.0,16.0,1.0,36.0,0.0,0.0,0.0,13.0,3.0,0.0,16.0,0.928902268409729,0.928440272808075,10.0,0.9999845027923584,0.9506036639213562,1.0,1.0,53.0
132.0,16.0,17.0,16.0,1.0,36.0,0.0,0.0,0.0,13.0,3.0,0.0,16.0,0.8711762428283691,0.865352988243103,8.0,0.9975581169128418,0.9506036639213562,1.0,1.0,53.0
133.0,16.0,17.0,16.0,1.0,36.0,0.0,0.0,0.0,13.0,3.0,0.0,16.0,0.9337643980979919,0.9337204098701477,15.0,0.9999998211860657,0.9506036639213562,1.0,1.0,53.0
134.0,16.0,17.0,16.0,1.0,36.0,0.0,0.0,0.0,13.0,3.0,0.0,16.0,0.9354094862937927,0.9353521466255188,13.0,0.9999998211860657,0.9506036639213562,1.0,1.0,53.0
135.0,16.0,17.0,16.0,1.0,36.0,0.0,0.0,0.0,13.0,3.0,0.0,16.0,0.9358888268470764,0.9358323812484741,15.0,0.9999998211860657,0.9506036639213562,1.0,1.0,53.0
136.0,16.0,17.0,16.0,1.0,36.0,0.0,0.0,0.0,13.0,3.0,0.0,16.0,0.9272750616073608,0.9272003769874573,15.0,0.9999996423721313,0.9506036639213562,1.0,1.0,53.0
137.0,16.0,17.0,16.0,1.0,36.0,0.0,0.0,0.0,13.0,3.0,0.0,16.0,0.9042869806289673,0.9042167067527771,15.0,0.9999996423721313,0.9506036639213562,1.0,1.0,53.0
138.0,16.0,17.0,16.0,1.0,36.0,0.0,0.0,0.0,13.0,3.0,0.0,16.0,0.8730065822601318,0.8729249835014343,15.0,0.999999463558197,0.9506036639213562,1.0,1.0,53.0
139.0,16.0,17.0,16.0,1.0,36.0,0.0,0.0,0.0,13.0,3.0,0.0,16.0,0.8731132745742798,0.8730313777923584,15.0,0.999999463558197,0.9506036639213562,1.0,1.0,53.0
140.0,16.0,17.0,16.0,1.0,36.0,0.0,0.0,0.0,13.0,3.0,0.0,16.0,0.8874576687812805,0.8873618841171265,15.0,0.9999992847442627,0.9506036639213562,1.0,1.0,53.0
141.0,16.0,17.0,16.0,1.0,36.0,0.0,0.0,0.0,13.0,3.0,0.0,16.0,0.838455319404602,0.8383755087852478,15.0,0.999999463558197,0.9506036639213562,1.0,1.0,53.0
142.0,16.0,17.0,16.0,1.0,36.0,0.0,0.0,0.0,13.0,3.0,0.0,16.0,0.889288604259491,0.8892065286636353,15.0,0.999999463558197,0.9506036639213562,1.0,1.0,53.0
143.0,16.0,17.0,16.0,1.0,36.0,0.0,0.0,0.0,13.0,3.0,0.0,16.0,0.8307052850723267,0.8306236863136292,3.0,0.9999995827674866,0.9506036639213562,1.0,0.9999999403953552,53.0
144.0,16.0,17.0,16.0,1.0,36.0,0.0,0.0,0.0,13.0,3.0,0.0,16.0,0.8385418057441711,0.8374687433242798,1.0,0.9999169111251831,0.9506036639213562,1.0,1.0,53.0
145.0,16.0,17.0,16.0,1.0,36.0,0.0,0.0,0.0,13.0,3.0,0.0,16.0,0.8603636622428894,0.8561766147613525,1.0,0.9987365007400513,0.9506036639213562,1.0,1.0,53.0
