frame,update_applied,grad_m10_Upsample,grad_m11_Concat,grad_m12_C2f,grad_m13_Upsample,grad_m14_Concat,grad_m15_C2f,grad_m16_Conv,grad_m17_Concat,grad_m18_C2f,grad_m19_Conv,grad_m20_Concat,grad_m21_C2f,grad_m22_Detect,delta_m10_Upsample,delta_m11_Concat,delta_m12_C2f,delta_m13_Upsample,delta_m14_Concat,delta_m15_C2f,delta_m16_Conv,delta_m17_Concat,delta_m18_C2f,delta_m19_Conv,delta_m20_Concat,delta_m21_C2f,delta_m22_Detect
61,1,0.00000000e+00,0.00000000e+00,7.19313788e+00,0.00000000e+00,0.00000000e+00,6.14486557e+00,3.66547247e+00,0.00000000e+00,9.87445000e+00,5.66958463e+00,0.00000000e+00,1.14869433e+01,2.05879798e+01,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,1.48826287e-03
62,1,0.00000000e+00,0.00000000e+00,1.55173890e+01,0.00000000e+00,0.00000000e+00,9.73495272e+00,5.83660038e+00,0.00000000e+00,1.35820619e+01,6.77528952e+00,0.00000000e+00,1.34661148e+01,2.57694454e+01,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,2.14341004e-03
63,0,,,,,,,,,,,,,,,,,,,,,,,,,,
64,0,,,,,,,,,,,,,,,,,,,,,,,,,,
65,0,,,,,,,,,,,,,,,,,,,,,,,,,,
66,0,,,,,,,,,,,,,,,,,,,,,,,,,,
67,1,0.00000000e+00,0.00000000e+00,2.83423149e+01,0.00000000e+00,0.00000000e+00,1.76359125e+01,1.01803972e+01,0.00000000e+00,2.43697121e+01,1.25155416e+01,0.00000000e+00,2.43034172e+01,4.41437897e+01,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,3.31463266e-03
68,0,,,,,,,,,,,,,,,,,,,,,,,,,,
69,0,,,,,,,,,,,,,,,,,,,,,,,,,,
70,0,,,,,,,,,,,,,,,,,,,,,,,,,,
71,0,,,,,,,,,,,,,,,,,,,,,,,,,,
72,1,0.00000000e+00,0.00000000e+00,4.62670258e+01,0.00000000e+00,0.00000000e+00,2.84656997e+01,1.60352982e+01,0.00000000e+00,3.81135118e+01,1.93143753e+01,0.00000000e+00,3.56937571e+01,5.97660655e+01,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,4.00757659e-03
73,1,0.00000000e+00,0.00000000e+00,6.40471952e+01,0.00000000e+00,0.00000000e+00,3.89339664e+01,2.17038125e+01,0.00000000e+00,5.13703910e+01,2.62840279e+01,0.00000000e+00,4.66274350e+01,7.52110827e+01,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,4.65754768e-03
74,1,0.00000000e+00,0.00000000e+00,6.89915493e+01,0.00000000e+00,0.00000000e+00,4.34793347e+01,2.44245676e+01,0.00000000e+00,5.54891111e+01,2.87560155e+01,0.00000000e+00,5.15026101e+01,8.19669928e+01,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,4.96062430e-03
75,1,0.00000000e+00,0.00000000e+00,8.23534920e+01,0.00000000e+00,0.00000000e+00,5.08967794e+01,2.88793832e+01,0.00000000e+00,6.52081776e+01,3.35814282e+01,0.00000000e+00,5.92042235e+01,9.19253579e+01,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,5.02912848e-03
76,1,0.00000000e+00,0.00000000e+00,8.47593445e+01,0.00000000e+00,0.00000000e+00,5.28615315e+01,3.05847583e+01,0.00000000e+00,6.84281902e+01,3.57225004e+01,0.00000000e+00,6.28141169e+01,9.67135512e+01,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,4.92907905e-03
77,1,0.00000000e+00,0.00000000e+00,9.90832658e+01,0.00000000e+00,0.00000000e+00,6.12430071e+01,3.55068765e+01,0.00000000e+00,7.98005462e+01,4.20742549e+01,0.00000000e+00,7.24549905e+01,1.09689666e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,5.09603724e-03
78,1,0.00000000e+00,0.00000000e+00,1.06766918e+02,0.00000000e+00,0.00000000e+00,6.56193899e+01,3.84446558e+01,0.00000000e+00,8.77930055e+01,4.70271415e+01,0.00000000e+00,8.00535505e+01,1.18759288e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,5.22098094e-03
79,1,0.00000000e+00,0.00000000e+00,1.36987609e+02,0.00000000e+00,0.00000000e+00,8.22033638e+01,4.74025389e+01,0.00000000e+00,1.12325595e+02,6.03011963e+01,0.00000000e+00,1.01359665e+02,1.34795100e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,5.61839127e-03
80,1,0.00000000e+00,0.00000000e+00,2.05333101e+02,0.00000000e+00,0.00000000e+00,1.19527853e+02,6.73328007e+01,0.00000000e+00,1.55417425e+02,7.72099856e+01,0.00000000e+00,1.27668913e+02,1.51162217e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,6.05353387e-03
81,0,,,,,,,,,,,,,,,,,,,,,,,,,,
82,1,0.00000000e+00,0.00000000e+00,2.25140568e+02,0.00000000e+00,0.00000000e+00,1.32209513e+02,7.45165752e+01,0.00000000e+00,1.70097501e+02,8.48803854e+01,0.00000000e+00,1.40874459e+02,1.68881275e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,6.50651879e-03
83,1,0.00000000e+00,0.00000000e+00,2.25943243e+02,0.00000000e+00,0.00000000e+00,1.33074157e+02,7.56479827e+01,0.00000000e+00,1.71210097e+02,8.55928122e+01,0.00000000e+00,1.42706845e+02,1.75211252e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,6.47391011e-03
84,1,0.00000000e+00,0.00000000e+00,2.38546910e+02,0.00000000e+00,0.00000000e+00,1.40493943e+02,8.06994291e+01,0.00000000e+00,1.80771786e+02,9.09295401e+01,0.00000000e+00,1.52296184e+02,1.88856346e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,6.73423868e-03
85,1,0.00000000e+00,0.00000000e+00,2.59287924e+02,0.00000000e+00,0.00000000e+00,1.52951028e+02,8.83360001e+01,0.00000000e+00,1.96699303e+02,9.97518526e+01,0.00000000e+00,1.67722815e+02,2.05763260e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,7.06070043e-03
86,1,0.00000000e+00,0.00000000e+00,2.61685964e+02,0.00000000e+00,0.00000000e+00,1.55497762e+02,9.04969663e+01,0.00000000e+00,1.99890862e+02,1.02404368e+02,0.00000000e+00,1.72757957e+02,2.13089852e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,7.06045804e-03
87,1,0.00000000e+00,0.00000000e+00,2.64649459e+02,0.00000000e+00,0.00000000e+00,1.58451275e+02,9.28568126e+01,0.00000000e+00,2.03421847e+02,1.05068303e+02,0.00000000e+00,1.77968206e+02,2.20761703e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,7.17119128e-03
88,1,0.00000000e+00,0.00000000e+00,2.69459201e+02,0.00000000e+00,0.00000000e+00,1.61698727e+02,9.50819529e+01,0.00000000e+00,2.09530265e+02,1.09287808e+02,0.00000000e+00,1.85200845e+02,2.30461331e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,7.08109090e-03
89,1,0.00000000e+00,0.00000000e+00,2.75338636e+02,0.00000000e+00,0.00000000e+00,1.65148374e+02,9.77841076e+01,0.00000000e+00,2.16747388e+02,1.14222566e+02,0.00000000e+00,1.93973955e+02,2.41443525e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,6.95757793e-03
90,1,0.00000000e+00,0.00000000e+00,2.79279797e+02,0.00000000e+00,0.00000000e+00,1.68161987e+02,1.00516789e+02,0.00000000e+00,2.21959039e+02,1.17514835e+02,0.00000000e+00,2.00121346e+02,2.49335960e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,6.85708146e-03
91,1,0.00000000e+00,0.00000000e+00,2.87716798e+02,0.00000000e+00,0.00000000e+00,1.73774641e+02,1.04851700e+02,0.00000000e+00,2.31086180e+02,1.21871436e+02,0.00000000e+00,2.08597025e+02,2.58854955e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,6.88407077e-03
92,1,0.00000000e+00,0.00000000e+00,2.90435706e+02,0.00000000e+00,0.00000000e+00,1.76147574e+02,1.07086727e+02,0.00000000e+00,2.33674589e+02,1.24350375e+02,0.00000000e+00,2.12891440e+02,2.62368259e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,6.46269366e-03
93,1,0.00000000e+00,0.00000000e+00,2.95145774e+02,0.00000000e+00,0.00000000e+00,1.78964930e+02,1.09251340e+02,0.00000000e+00,2.39664629e+02,1.28347755e+02,0.00000000e+00,2.19818734e+02,2.69771975e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,5.98105295e-03
94,1,0.00000000e+00,0.00000000e+00,2.95234384e+02,0.00000000e+00,0.00000000e+00,1.79441639e+02,1.10511066e+02,0.00000000e+00,2.41173179e+02,1.30249748e+02,0.00000000e+00,2.23410962e+02,2.75997223e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,5.93386852e-03
95,1,0.00000000e+00,0.00000000e+00,2.98042988e+02,0.00000000e+00,0.00000000e+00,1.82048585e+02,1.12745257e+02,0.00000000e+00,2.44936244e+02,1.32888020e+02,0.00000000e+00,2.28323808e+02,2.81949033e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,5.99937003e-03
96,1,0.00000000e+00,0.00000000e+00,3.02012668e+02,0.00000000e+00,0.00000000e+00,1.84924626e+02,1.14525060e+02,0.00000000e+00,2.49293304e+02,1.35631243e+02,0.00000000e+00,2.33276734e+02,2.85522334e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,5.79533339e-03
97,1,0.00000000e+00,0.00000000e+00,3.03469553e+02,0.00000000e+00,0.00000000e+00,1.86994603e+02,1.16379830e+02,0.00000000e+00,2.52283754e+02,1.37624103e+02,0.00000000e+00,2.36780883e+02,2.91502671e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,6.01084420e-03
98,1,0.00000000e+00,0.00000000e+00,3.03395034e+02,0.00000000e+00,0.00000000e+00,1.87958051e+02,1.17342196e+02,0.00000000e+00,2.53114649e+02,1.38109429e+02,0.00000000e+00,2.38032748e+02,2.95468889e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,6.04537337e-03
99,1,0.00000000e+00,0.00000000e+00,3.04870269e+02,0.00000000e+00,0.00000000e+00,1.89476809e+02,1.18568763e+02,0.00000000e+00,2.55624199e+02,1.39984055e+02,0.00000000e+00,2.41213421e+02,2.99836774e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,5.69267959e-03
100,1,0.00000000e+00,0.00000000e+00,3.06982034e+02,0.00000000e+00,0.00000000e+00,1.91644347e+02,1.20307165e+02,0.00000000e+00,2.58526953e+02,1.41921551e+02,0.00000000e+00,2.44371543e+02,3.05203841e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,5.64547236e-03
101,1,0.00000000e+00,0.00000000e+00,3.09993233e+02,0.00000000e+00,0.00000000e+00,1.93999693e+02,1.22218134e+02,0.00000000e+00,2.62270534e+02,1.44637281e+02,0.00000000e+00,2.49244448e+02,3.12157406e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,5.90817536e-03
102,1,0.00000000e+00,0.00000000e+00,3.20910493e+02,0.00000000e+00,0.00000000e+00,2.00227513e+02,1.26111984e+02,0.00000000e+00,2.70477580e+02,1.47826534e+02,0.00000000e+00,2.54388932e+02,3.17474100e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,5.95687423e-03
103,1,0.00000000e+00,0.00000000e+00,3.33156986e+02,0.00000000e+00,0.00000000e+00,2.07862851e+02,1.31181947e+02,0.00000000e+00,2.82694561e+02,1.52625837e+02,0.00000000e+00,2.61547377e+02,3.23966182e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,6.42800730e-03
104,1,0.00000000e+00,0.00000000e+00,3.41651459e+02,0.00000000e+00,0.00000000e+00,2.13283130e+02,1.34864800e+02,0.00000000e+00,2.90596051e+02,1.55982744e+02,0.00000000e+00,2.67048618e+02,3.29639479e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,6.37342721e-03
105,1,0.00000000e+00,0.00000000e+00,3.46457641e+02,0.00000000e+00,0.00000000e+00,2.16788210e+02,1.37333601e+02,0.00000000e+00,2.95255604e+02,1.58578088e+02,0.00000000e+00,2.71621952e+02,3.35533995e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,6.15097565e-03
106,0,,,,,,,,,,,,,,,,,,,,,,,,,,
107,1,0.00000000e+00,0.00000000e+00,3.60656165e+02,0.00000000e+00,0.00000000e+00,2.24761952e+02,1.43305804e+02,0.00000000e+00,3.11530494e+02,1.66141465e+02,0.00000000e+00,2.84036587e+02,3.43865290e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,6.28466664e-03
108,1,0.00000000e+00,0.00000000e+00,3.61260211e+02,0.00000000e+00,0.00000000e+00,2.26036020e+02,1.44594037e+02,0.00000000e+00,3.13090615e+02,1.67539115e+02,0.00000000e+00,2.87261605e+02,3.49051082e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,6.14750355e-03
109,1,0.00000000e+00,0.00000000e+00,3.66391225e+02,0.00000000e+00,0.00000000e+00,2.31117025e+02,1.48441319e+02,0.00000000e+00,3.20673939e+02,1.73895540e+02,0.00000000e+00,2.98464541e+02,3.59790377e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,5.76761209e-03
110,1,0.00000000e+00,0.00000000e+00,3.68668563e+02,0.00000000e+00,0.00000000e+00,2.34240346e+02,1.50751308e+02,0.00000000e+00,3.24745106e+02,1.77114554e+02,0.00000000e+00,3.04364449e+02,3.67557289e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,5.78490165e-03
111,1,0.00000000e+00,0.00000000e+00,3.81815540e+02,0.00000000e+00,0.00000000e+00,2.43905966e+02,1.58145357e+02,0.00000000e+00,3.42995262e+02,1.85840037e+02,0.00000000e+00,3.18658683e+02,3.75043958e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,5.46922416e-03
112,1,0.00000000e+00,0.00000000e+00,3.88140511e+02,0.00000000e+00,0.00000000e+00,2.49965621e+02,1.62706058e+02,0.00000000e+00,3.50999775e+02,1.91484558e+02,0.00000000e+00,3.27883529e+02,3.86563659e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,5.51712099e-03
113,1,0.00000000e+00,0.00000000e+00,3.93136972e+02,0.00000000e+00,0.00000000e+00,2.54982999e+02,1.66431470e+02,0.00000000e+00,3.57939072e+02,1.96834397e+02,0.00000000e+00,3.37534622e+02,3.98227770e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,5.66777365e-03
114,1,0.00000000e+00,0.00000000e+00,4.03437700e+02,0.00000000e+00,0.00000000e+00,2.63055710e+02,1.72784106e+02,0.00000000e+00,3.73164467e+02,2.04315013e+02,0.00000000e+00,3.50165507e+02,4.07791536e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,6.00632363e-03
115,1,0.00000000e+00,0.00000000e+00,4.11669796e+02,0.00000000e+00,0.00000000e+00,2.70545501e+02,1.78806311e+02,0.00000000e+00,3.86255431e+02,2.11940686e+02,0.00000000e+00,3.62861456e+02,4.19823563e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,6.40060960e-03
116,1,0.00000000e+00,0.00000000e+00,4.24951086e+02,0.00000000e+00,0.00000000e+00,2.79693569e+02,1.85623490e+02,0.00000000e+00,4.03524584e+02,2.19658974e+02,0.00000000e+00,3.75798506e+02,4.30147817e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,6.67948594e-03
117,1,0.00000000e+00,0.00000000e+00,4.29730318e+02,0.00000000e+00,0.00000000e+00,2.85185673e+02,1.90119699e+02,0.00000000e+00,4.12772990e+02,2.25438024e+02,0.00000000e+00,3.85601978e+02,4.41709520e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,6.97078869e-03
