frame,path,teacher_conf,accepted,accepted_final,passed_base_gate,passed_motion_gate,passed_persistence_gate,teacher_num_candidates,teacher_selected_rank,teacher_selected_score,teacher_selected_score_conf,teacher_selected_score_temporal,persistence_count,temporal_iou,persistence_iou,center_shift_frac,area_ratio,num_pseudo_boxes_used,buffer_size,update_event_triggered,update_applied,updates_this_frame,batch_size_used,det_loss,total_loss,coverage_buffer_size,coverage_entries_added,coverage_entries_sampled,coverage_loss,coverage_region_entries_skipped,coverage_region_mean_student_conf,coverage_region_mean_teacher_conf,coverage_region_mean_conf_gap,teacher_latency_ms,student_post_conf,student_post_latency_ms,update_latency_ms,frame_latency_ms
11,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00012.jpg,0.720707,0,0,0,1,0,1,1,1.463155,0.720707,0.742448,0,,,0.030030,1.013718,0,0,0,0,0,0,,,0,0,0,,0,,,,13.435,0.720707,13.435,0.000,39.048
12,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00013.jpg,0.629040,0,0,0,1,0,1,1,1.389926,0.629040,0.760885,0,,,0.022938,1.090497,0,0,0,0,0,0,,,0,0,0,,0,,,,13.995,0.629040,13.554,0.000,45.654
13,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00014.jpg,0.710388,0,0,0,1,0,1,1,1.520305,0.710388,0.809917,0,,,0.018965,1.064024,0,0,0,0,0,0,,,0,0,0,,0,,,,14.072,0.710388,13.516,0.000,38.287
14,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00015.jpg,0.710388,0,0,0,1,0,1,1,1.710388,0.710388,1.000000,0,,,0.000000,1.000000,0,0,0,0,0,0,,,0,0,0,,0,,,,13.343,0.710388,13.613,0.000,39.086
15,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00016.jpg,0.608971,0,0,0,1,0,1,1,1.192851,0.608971,0.583880,0,,,0.046908,1.153310,0,0,0,0,0,0,,,0,0,0,,0,,,,13.487,0.608971,13.373,0.000,37.341
16,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00017.jpg,0.766669,0,0,0,1,0,1,1,0.788835,0.766669,0.022166,0,,,0.180199,1.871497,0,0,0,0,0,0,,,0,0,0,,0,,,,12.802,0.766669,12.721,0.000,42.709
17,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00018.jpg,0.758212,0,0,0,1,0,1,1,1.582178,0.758212,0.823966,0,,,0.020256,1.052528,0,0,0,0,0,0,,,0,0,0,,0,,,,12.881,0.758212,12.741,0.000,35.443
18,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00019.jpg,0.593200,0,0,0,1,0,2,2,1.150427,0.593200,0.557227,0,,,0.053537,1.167476,0,0,0,0,0,0,,,0,0,0,,0,,,,13.525,0.777303,14.125,0.000,51.957
19,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00020.jpg,0.593200,0,0,0,1,0,2,2,1.593200,0.593200,1.000000,0,,,0.000000,1.000000,0,0,0,0,0,0,,,0,0,0,,0,,,,13.363,0.777303,13.535,0.000,47.344
20,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00021.jpg,0.850822,0,0,0,0,0,2,1,0.850822,0.850822,0.000000,0,,,0.232174,1.978745,0,0,0,0,0,0,,,0,0,0,,0,,,,13.914,0.850822,13.926,0.000,45.791
21,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00022.jpg,0.837120,0,0,0,1,0,2,1,1.814892,0.837120,0.977772,0,,,0.001931,1.006961,0,0,0,0,0,0,,,0,0,0,,0,,,,13.656,0.837120,13.390,0.000,39.344
22,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00023.jpg,0.837567,0,0,0,1,0,2,1,1.813120,0.837567,0.975553,0,,,0.002466,1.000904,0,0,0,0,0,0,,,0,0,0,,0,,,,15.363,0.837567,13.791,0.000,43.182
23,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00024.jpg,0.839836,0,0,0,1,0,1,1,1.833293,0.839836,0.993457,0,,,0.000653,1.000644,0,0,0,0,0,0,,,0,0,0,,0,,,,15.422,0.839836,13.560,0.000,39.808
24,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00025.jpg,0.855603,0,0,0,1,0,1,1,1.810507,0.855603,0.954905,0,,,0.004687,1.000654,0,0,0,0,0,0,,,0,0,0,,0,,,,13.688,0.855603,13.182,0.000,43.449
25,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00026.jpg,0.761126,0,0,0,0,0,1,1,0.761126,0.761126,0.000000,0,,,0.250604,2.383342,0,0,0,0,0,0,,,0,0,0,,0,,,,13.160,0.761126,12.744,0.000,37.386
26,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00027.jpg,0.796143,0,0,0,0,0,2,1,0.796143,0.796143,0.000000,0,,,0.241409,2.307664,0,0,0,0,0,0,,,0,0,0,,0,,,,13.138,0.796143,13.146,0.000,39.882
27,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00028.jpg,0.777080,0,0,0,1,0,2,1,1.713976,0.777080,0.936896,0,,,0.005084,1.021655,0,0,0,0,0,0,,,0,0,0,,0,,,,12.984,0.777080,13.213,0.000,38.047
28,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00029.jpg,0.807009,0,0,0,1,0,2,1,1.743478,0.807009,0.936468,0,,,0.006205,1.008997,0,0,0,0,0,0,,,0,0,0,,0,,,,13.746,0.807009,13.440,0.000,43.424
29,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00030.jpg,0.786611,0,0,0,1,0,2,1,1.703227,0.786611,0.916616,0,,,0.006552,1.032420,0,0,0,0,0,0,,,0,0,0,,0,,,,13.300,0.786611,13.208,0.000,38.393
30,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00031.jpg,0.574654,0,0,0,0,0,2,1,0.574654,0.574654,0.000000,0,,,0.220021,1.832352,0,0,0,0,0,0,,,0,0,0,,0,,,,13.670,0.574654,13.022,0.000,40.701
31,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00032.jpg,0.677804,0,0,0,0,0,2,1,0.677804,0.677804,0.000000,0,,,0.204716,9.919765,0,0,0,0,0,0,,,0,0,0,,0,,,,13.297,0.677804,13.104,0.000,36.798
32,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00033.jpg,0.697927,0,0,0,1,0,2,1,1.671833,0.697927,0.973906,0,,,0.001428,1.004984,0,0,0,0,0,0,,,0,0,0,,0,,,,13.188,0.697927,13.090,0.000,44.003
33,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00034.jpg,0.697927,0,0,0,1,0,2,1,1.697927,0.697927,1.000000,0,,,0.000000,1.000000,0,0,0,0,0,0,,,0,0,0,,0,,,,13.051,0.697927,12.999,0.000,35.923
34,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00035.jpg,0.453176,0,0,0,1,0,2,2,1.098044,0.453176,0.644868,0,,,0.025500,1.171926,0,0,0,0,0,0,,,0,0,0,,0,,,,13.253,0.690378,13.528,0.000,48.801
35,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00036.jpg,0.564345,0,0,0,1,0,2,2,0.834954,0.564345,0.270610,0,,,0.079027,1.487239,0,0,0,0,0,0,,,0,0,0,,0,,,,13.366,0.709036,13.643,0.000,49.406
36,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00037.jpg,0.641048,0,0,0,0,0,1,1,0.641048,0.641048,0.000000,0,,,0.443983,2.861190,0,0,0,0,0,0,,,0,0,0,,0,,,,13.015,0.641048,12.886,0.000,41.412
37,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00038.jpg,0.707168,0,0,0,1,0,2,1,1.349001,0.707168,0.641833,0,,,0.041494,1.086768,0,0,0,0,0,0,,,0,0,0,,0,,,,13.100,0.707168,12.948,0.000,36.097
38,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00039.jpg,0.408099,0,0,0,1,0,2,2,0.723012,0.408099,0.314913,0,,,0.090652,1.279352,0,0,0,0,0,0,,,0,0,0,,0,,,,13.182,0.582385,15.670,0.000,52.397
39,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00040.jpg,0.654145,0,0,0,1,0,2,1,0.759797,0.654145,0.105652,0,,,0.152884,1.443241,0,0,0,0,0,0,,,0,0,0,,0,,,,13.820,0.654145,13.200,0.000,37.633
40,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00041.jpg,0.810247,0,0,0,1,0,1,1,1.788028,0.810247,0.977781,0,,,0.001960,1.002877,0,0,0,0,0,0,,,0,0,0,,0,,,,13.233,0.810247,13.101,0.000,43.650
41,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00042.jpg,0.807693,0,0,0,1,0,2,1,1.763469,0.807693,0.955776,0,,,0.004343,1.013998,0,0,0,0,0,0,,,0,0,0,,0,,,,12.929,0.807693,12.825,0.000,37.325
42,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00043.jpg,0.755115,0,0,0,1,0,2,1,1.706930,0.755115,0.951815,0,,,0.002373,1.022551,0,0,0,0,0,0,,,0,0,0,,0,,,,13.195,0.755115,13.177,0.000,38.455
43,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00044.jpg,0.755115,0,0,0,1,0,2,1,1.755115,0.755115,1.000000,0,,,0.000000,1.000000,0,0,0,0,0,0,,,0,0,0,,0,,,,12.844,0.755115,13.311,0.000,37.765
44,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00045.jpg,0.466580,0,0,0,1,0,2,2,1.052505,0.466580,0.585925,0,,,0.049906,1.151482,0,0,0,0,0,0,,,0,0,0,,0,,,,13.236,0.492451,15.366,0.000,56.044
45,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00046.jpg,0.000000,0,0,0,0,0,0,0,,,,0,,,,,0,0,0,0,0,0,,,0,0,0,,0,,,,12.840,0.194959,14.864,0.000,37.629
46,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00047.jpg,0.510390,0,0,0,1,0,1,1,0.510390,0.510390,0.000000,0,,,,,0,0,0,0,0,0,,,0,0,0,,0,,,,12.236,0.510390,12.111,0.000,36.840
47,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00048.jpg,0.341069,0,0,0,1,0,2,2,1.220502,0.341069,0.879434,0,,,0.013318,1.032040,0,0,0,0,0,0,,,0,0,0,,0,,,,12.547,0.399717,13.129,0.000,45.261
48,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00049.jpg,0.679488,0,0,0,0,0,2,1,0.679488,0.679488,0.000000,0,,,0.175943,8.918719,0,0,0,0,0,0,,,0,0,0,,0,,,,13.249,0.679488,12.801,0.000,43.406
49,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00050.jpg,0.734312,0,0,0,1,0,2,1,1.105777,0.734312,0.371464,0,,,0.063736,1.358659,0,0,0,0,0,0,,,0,0,0,,0,,,,13.118,0.734312,12.999,0.000,36.128
50,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00051.jpg,0.664311,0,0,0,1,0,2,1,1.255373,0.664311,0.591062,0,,,0.037911,1.145598,0,0,0,0,0,0,,,0,0,0,,0,,,,12.842,0.664311,12.832,0.000,39.227
51,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00052.jpg,0.630266,0,0,0,1,0,2,1,1.287476,0.630266,0.657210,0,,,0.031570,1.132426,0,0,0,0,0,0,,,0,0,0,,0,,,,12.160,0.630266,12.887,0.000,34.974
52,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00053.jpg,0.630266,0,0,0,1,0,2,1,1.630266,0.630266,1.000000,0,,,0.000000,1.000000,0,0,0,0,0,0,,,0,0,0,,0,,,,13.104,0.630266,12.918,0.000,43.360
53,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00054.jpg,0.380025,0,0,0,1,0,2,2,0.810703,0.380025,0.430677,0,,,0.039806,1.366885,0,0,0,0,0,0,,,0,0,0,,0,,,,12.912,0.509901,12.945,0.000,47.091
54,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00055.jpg,0.757477,0,0,0,1,0,2,1,0.844264,0.757477,0.086787,0,,,0.107239,1.952091,0,0,0,0,0,0,,,0,0,0,,0,,,,13.102,0.757477,13.169,0.000,38.435
55,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00056.jpg,0.473823,0,0,0,1,0,2,2,0.817180,0.473823,0.343356,0,,,0.069026,1.374579,0,0,0,0,0,0,,,0,0,0,,0,,,,12.918,0.482319,12.860,0.000,35.847
56,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00057.jpg,0.631844,0,0,0,1,0,2,1,1.567054,0.631844,0.935210,0,,,0.004211,1.006064,0,0,0,0,0,0,,,0,0,0,,0,,,,13.331,0.631844,12.856,0.000,43.827
57,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00058.jpg,0.631844,0,0,0,1,0,2,1,1.631844,0.631844,1.000000,0,,,0.000000,1.000000,0,0,0,0,0,0,,,0,0,0,,0,,,,12.950,0.631844,12.661,0.000,37.512
58,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00059.jpg,0.672385,0,0,0,1,0,2,1,1.583768,0.672385,0.911383,0,,,0.006752,1.016723,0,0,0,0,0,0,,,0,0,0,,0,,,,12.921,0.672385,15.003,0.000,39.696
59,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00060.jpg,0.737344,0,0,0,1,0,2,1,1.650597,0.737344,0.913254,0,,,0.006004,1.026456,0,0,0,0,0,0,,,0,0,0,,0,,,,14.665,0.737344,12.734,0.000,38.826
60,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00061.jpg,0.821736,0,0,0,1,0,2,1,0.877333,0.821736,0.055596,0,0.495097,,0.130515,2.015178,0,0,0,0,0,0,,,0,0,0,,0,,,,13.095,0.821736,13.094,0.000,42.920
61,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00062.jpg,0.821736,0,0,1,1,0,2,1,1.821736,0.821736,1.000000,1,1.000000,,0.000000,1.000000,0,0,0,0,0,0,,,0,0,0,,0,,,,13.357,0.821736,12.704,0.000,35.795
62,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00063.jpg,0.881057,1,1,1,1,1,2,1,1.761127,0.881057,0.880070,2,0.936009,0.936009,0.006072,1.045485,0,1,0,0,0,0,,,0,0,0,,0,,,,12.894,0.881057,17.460,0.000,79.262
63,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00064.jpg,0.757122,0,0,0,1,0,2,1,1.687637,0.757122,0.930514,0,,,0.004011,1.023054,0,1,0,0,0,0,,,0,0,0,,0,,,,14.010,0.757122,14.315,0.000,41.801
64,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00065.jpg,0.539118,0,0,0,0,0,1,1,0.539118,0.539118,0.000000,0,,,0.321684,6.409406,0,1,0,0,0,0,,,0,0,0,,0,,,,13.566,0.539118,13.053,0.000,37.043
65,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00066.jpg,0.821308,0,0,0,0,0,2,1,0.821308,0.821308,0.000000,0,0.058369,,0.340859,5.742130,0,1,0,0,0,0,,,0,0,0,,0,,,,15.509,0.821308,13.977,0.000,42.256
66,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00067.jpg,0.736399,0,0,0,1,0,2,1,1.555722,0.736399,0.819323,0,,,0.009668,1.091031,0,1,0,0,0,0,,,0,0,0,,0,,,,13.530,0.736399,15.042,0.000,41.134
67,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00068.jpg,0.852535,0,0,1,1,0,2,1,1.796501,0.852535,0.943966,1,0.967504,,0.002862,1.015243,0,1,0,0,0,0,,,0,0,0,,0,,,,17.368,0.852535,13.557,0.000,43.288
68,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00069.jpg,0.389035,0,0,0,1,0,2,2,0.592265,0.389035,0.203230,0,,,0.083786,1.635091,0,1,0,0,0,0,,,0,0,0,,0,,,,14.623,0.420537,13.499,0.000,38.586
69,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00070.jpg,0.436161,0,0,0,1,0,2,1,0.792818,0.436161,0.356656,0,,,0.073209,1.348220,0,1,0,0,0,0,,,0,0,0,,0,,,,13.710,0.436161,13.297,0.000,39.231
70,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00071.jpg,0.436161,0,0,0,1,0,2,1,1.436161,0.436161,1.000000,0,,,0.000000,1.000000,0,1,0,0,0,0,,,0,0,0,,0,,,,13.460,0.436161,13.819,0.000,37.967
71,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00072.jpg,0.753768,0,0,0,1,0,2,1,0.795014,0.753768,0.041246,0,,,0.143928,2.044422,0,1,0,0,0,0,,,0,0,0,,0,,,,14.373,0.753768,14.591,0.000,41.819
72,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00073.jpg,0.840979,0,0,1,1,0,2,1,1.730676,0.840979,0.889698,1,0.949319,,0.005644,1.053386,0,1,0,0,0,0,,,0,0,0,,0,,,,13.376,0.840979,13.465,0.000,39.093
73,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00074.jpg,0.877290,1,1,1,1,1,2,1,1.683443,0.877290,0.806153,2,0.911914,0.911914,0.011244,1.094974,0,2,0,0,0,0,,,0,0,0,,0,,,,13.736,0.877290,14.463,0.000,52.265
74,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00075.jpg,0.868298,1,1,1,1,1,2,1,1.712469,0.868298,0.844171,3,0.926202,0.926202,0.009506,1.064629,0,3,0,0,0,0,,,0,0,0,,0,,,,16.034,0.868298,14.351,0.000,56.329
75,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00076.jpg,0.890742,1,1,1,1,1,2,1,1.738323,0.890742,0.847581,4,0.930610,0.930610,0.008315,1.074564,4,4,1,1,1,4,10.519547,10.519547,0,0,0,0.000000,0,,,,14.285,0.890761,19.501,679.136,738.927
76,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00077.jpg,0.887856,1,1,1,1,1,2,1,1.793793,0.887856,0.905937,5,0.952988,0.952988,0.003409,1.049331,4,5,1,1,1,4,10.345602,10.345602,0,0,0,0.000000,0,,,,15.352,0.888018,15.689,431.796,497.648
77,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00078.jpg,0.887892,1,1,1,1,1,2,1,1.887852,0.887892,0.999960,6,0.999971,0.999971,0.000002,1.000002,4,6,1,1,1,4,10.034235,10.034235,0,0,0,0.000000,0,,,,14.675,0.888359,14.294,826.952,886.149
78,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00079.jpg,0.898210,1,1,1,1,1,2,1,1.840612,0.898210,0.942402,7,0.963386,0.963386,0.002093,1.017154,4,7,1,1,1,4,9.569657,9.569657,0,0,0,0.000000,0,,,,14.215,0.899726,14.611,598.830,653.931
79,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00080.jpg,0.889747,1,1,1,1,1,2,1,1.849495,0.889747,0.959747,8,0.971298,0.971298,0.000553,1.013727,4,8,1,1,1,4,10.223223,10.223223,0,0,0,0.000000,0,,,,13.899,0.891281,14.133,376.703,431.985
80,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00081.jpg,0.869085,1,1,1,1,1,2,1,1.750837,0.869085,0.881751,9,0.946960,0.946960,0.006550,1.056001,4,9,1,1,1,4,9.522754,9.522754,0,0,0,0.000000,0,,,,13.850,0.870687,14.358,680.027,734.415
81,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00082.jpg,0.667874,0,0,0,1,0,2,1,1.446981,0.667874,0.779106,0,,,0.014567,1.059565,4,9,1,1,1,4,10.173218,10.173218,0,0,0,0.000000,0,,,,14.042,0.674939,14.432,540.452,585.522
82,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00083.jpg,0.882964,0,0,1,1,0,2,1,1.607664,0.882964,0.724700,1,0.873655,,0.018478,1.129087,4,9,1,1,1,4,10.241896,10.241896,0,0,0,0.000000,0,,,,13.862,0.886956,13.967,722.521,770.439
83,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00084.jpg,0.864648,1,1,1,1,1,1,1,1.733953,0.864648,0.869305,2,0.934179,0.934179,0.008251,1.044105,4,10,1,1,1,4,9.639808,9.639808,0,0,0,0.000000,0,,,,13.973,0.866761,14.334,669.143,723.531
84,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00085.jpg,0.877189,1,1,1,1,1,1,1,1.852751,0.877189,0.975563,3,0.987423,0.987423,0.000908,1.011259,4,11,1,1,1,4,10.316453,10.316453,0,0,0,0.000000,0,,,,16.420,0.879906,15.301,742.800,805.231
85,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00086.jpg,0.875148,1,1,1,1,1,2,1,1.788905,0.875148,0.913757,4,0.959822,0.959822,0.004762,1.037163,4,12,1,1,1,4,9.826728,9.826728,0,0,0,0.000000,0,,,,14.305,0.881081,16.317,778.799,836.069
86,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00087.jpg,0.898920,1,1,1,1,1,2,1,1.859064,0.898920,0.960144,5,0.969967,0.969967,0.000844,1.008896,4,13,1,1,1,4,11.164200,11.164200,0,0,0,0.000000,0,,,,14.264,0.905648,14.216,610.875,665.691
87,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00088.jpg,0.898878,1,1,1,1,1,2,1,1.898794,0.898878,0.999916,6,0.999944,0.999944,0.000004,1.000010,4,14,1,1,1,4,10.612278,10.612278,0,0,0,0.000000,0,,,,15.203,0.906303,14.271,475.030,530.400
88,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00089.jpg,0.907401,1,1,1,1,1,2,1,1.748899,0.907401,0.841498,7,0.924260,0.924260,0.009391,1.067033,4,15,1,1,1,4,9.988333,9.988333,0,0,0,0.000000,0,,,,14.214,0.917466,14.115,692.005,748.351
89,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00090.jpg,0.907428,1,1,1,1,1,2,1,1.906930,0.907428,0.999502,8,0.999780,0.999780,0.000028,1.000209,4,16,1,1,1,4,9.357538,9.357538,0,0,0,0.000000,0,,,,14.038,0.918281,14.238,713.671,767.834
90,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00091.jpg,0.910575,1,1,1,1,1,2,1,1.895115,0.910575,0.984540,9,0.990119,0.990119,0.000876,1.001887,4,17,1,1,1,4,9.217823,9.217823,0,0,0,0.000000,0,,,,14.295,0.922202,14.681,604.580,651.801
91,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00092.jpg,0.888207,1,1,1,1,1,1,1,1.820676,0.888207,0.932470,10,0.958659,0.958659,0.003650,1.013857,4,18,1,1,1,4,8.771323,8.771323,0,0,0,0.000000,0,,,,13.937,0.893209,14.493,557.775,606.913
92,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00093.jpg,0.844829,1,1,1,1,1,1,1,1.771209,0.844829,0.926381,11,0.963033,0.963033,0.002777,1.036773,4,19,1,1,1,4,9.598959,9.598959,0,0,0,0.000000,0,,,,18.626,0.839976,14.287,425.026,475.102
93,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00094.jpg,0.899031,1,1,1,1,1,2,1,1.702797,0.899031,0.803767,12,0.902899,0.902899,0.011672,1.081935,4,20,1,1,1,4,9.550062,9.550062,0,0,0,0.000000,0,,,,14.137,0.897357,14.473,590.558,636.982
94,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00095.jpg,0.899949,1,1,1,1,1,1,1,1.789262,0.899949,0.889313,13,0.943199,0.943199,0.005349,1.046833,4,21,1,1,1,4,9.058486,9.058486,0,0,0,0.000000,0,,,,14.028,0.897805,14.293,382.425,427.031
